x1,y1,x2,y2,x3,y3
0.0,0.0,148850181052.55258,16700536367.572672,148274778548.35434,17082734954.31033
0.0,0.0,148841810657.30713,16807279259.9273,148262700823.2016,17189452941.714832
0.0,0.0,148833386965.4321,16914016172.565405,148250569441.43698,17296164747.34209
0.0,0.0,148824909983.79004,17020747067.703615,148238384407.7055,17402870332.6056
0.0,0.0,148816379719.2861,17127471907.568972,148226145726.69662,17509569658.924408
0.0,0.0,148807796178.86813,17234190654.398987,148213853403.14426,17616262687.7232
0.0,0.0,148799159369.52646,17340903270.44171,148201507441.82678,17722949380.432354
0.0,0.0,148790469298.29404,17447609717.955788,148189107847.56702,17829629698.488003
0.0,0.0,148781725972.24628,17554309959.210533,148176654625.23215,17936303603.332123
0.0,0.0,148772929398.50116,17661003956.48598,148164147779.73383,18042971056.412582
0.0,0.0,148764079584.21918,17767691672.072964,148151587316.0281,18149632019.183212
0.0,0.0,148755176536.6032,17874373068.273155,148138973239.11542,18256286453.103886
0.0,0.0,148746220262.89868,17981048107.39915,148126305554.0406,18362934319.64057
0.0,0.0,148737210770.39337,18087716751.774532,148113584265.89282,18469575580.26542
0.0,0.0,148728148066.4175,18194378963.733917,148100809379.80566,18576210196.456806
0.0,0.0,148719032158.3437,18301034705.62302,148087980900.957,18682838129.699425
0.0,0.0,148709863053.58682,18407683939.798733,148075098834.56915,18789459341.48433
0.0,0.0,148700640759.60425,18514326628.629177,148062163185.90872,18896073793.309032
0.0,0.0,148691365283.8955,18620962734.493767,148049173960.2866,19002681446.67754
0.0,0.0,148682036634.00253,18727592219.78327,148036131163.05798,19109282263.100445
0.0,0.0,148672654817.50952,18834215046.89988,148023034799.62244,19215876204.09498
0.0,0.0,148663219842.04285,18940831178.257263,148009884875.4238,19322463231.185093
0.0,0.0,148653731715.27115,19047440576.280636,147996681395.95013,19429043305.901516
0.0,0.0,148644190444.90527,19154043203.406815,147983424366.73383,19535616389.78182
0.0,0.0,148634596038.69824,19260639022.084293,147970113793.3515,19642182444.37049
0.0,0.0,148624948504.44522,19367227994.773293,147956749681.424,19748741431.219013
0.0,0.0,148615247849.9835,19473810083.945827,147943332036.61646,19855293311.885902
0.0,0.0,148605494083.19247,19580385252.085773,147929860864.63815,19961838047.936802
0.0,0.0,148595687211.99365,19686953461.68892,147916336171.24265,20068375600.944542
0.0,0.0,148585827244.35062,19793514675.263035,147902757962.22766,20174905932.489204
0.0,0.0,148575914188.26892,19900068855.327934,147889126243.43512,20281429004.158184
0.0,0.0,148565948051.79614,20006615964.41554,147875441020.75107,20387944777.546272
0.0,0.0,148555928843.02188,20113155965.06993,147861702300.10574,20494453214.255714
0.0,0.0,148545856570.0777,20219688819.847424,147847910087.47354,20600954275.896275
0.0,0.0,148535731241.13705,20326214491.316624,147834064388.87296,20707447924.085308
0.0,0.0,148525552864.41537,20432732942.05849,147820165210.36664,20813934120.44783
0.0,0.0,148515321448.1699,20539244134.666393,147806212558.0613,20920412826.61658
0.0,0.0,148505037000.6998,20645748031.746185,147792206438.10785,21026884004.232086
0.0,0.0,148494699530.3461,20752244595.91625,147778146856.70114,21133347614.942738
0.0,0.0,148484309045.49158,20858733789.80757,147764033820.08017,21239803620.40485
0.0,0.0,148473865554.56085,20965215576.0638,147749867334.52795,21346251982.28273
0.0,0.0,148463369066.02026,21071689917.341305,147735647406.37158,21452692662.248745
0.0,0.0,148452819588.3779,21178156776.30924,147721374041.98212,21559125621.983395
0.0,0.0,148442217130.1836,21284616115.6496,147707047247.7747,21665550823.17536
0.0,0.0,148431561700.02884,21391067898.057297,147692667030.20844,21771968227.521603
0.0,0.0,148420853306.54678,21497512086.240196,147678233395.78638,21878377796.7274
0.0,0.0,148410091958.4122,21603948642.919205,147663746351.0556,21984779492.50643
0.0,0.0,148399277664.34152,21710377530.82832,147649205902.60712,22091173276.58083
0.0,0.0,148388410433.09274,21816798712.714676,147634612057.07584,22197559110.681267
0.0,0.0,148377490273.46542,21923212151.338634,147619964821.14066,22303936956.54701
0.0,0.0,148366517194.3006,22029617809.473824,147605264201.52432,22410306775.925976
0.0,0.0,148355491204.48087,22136015649.90721,147590510204.9935,22516668530.574833
0.0,0.0,148344412312.9303,22242405635.43915,147575702838.3587,22623022182.25903
0.0,0.0,148333280528.61438,22348787728.88346,147560842108.47437,22729367692.752888
0.0,0.0,148322095860.54007,22455161893.06747,147545928022.23877,22835705023.83965
0.0,0.0,148310858317.75568,22561528090.83209,147530960586.59396,22942034137.31156
0.0,0.0,148299567909.35092,22667886285.03186,147515939808.52582,23048354994.96993
0.0,0.0,148288224644.45685,22774236438.53503,147500865695.06406,23154667558.625195
0.0,0.0,148276828532.24582,22880578514.223602,147485738253.28214,23260971790.09699
0.0,0.0,148265379581.9315,22986912474.993397,147470557490.29733,23367267651.21421
0.0,0.0,148253877802.76874,23093238283.754116,147455323413.2706,23473555103.815086
0.0,0.0,148242323204.05374,23199555903.4294,147440036029.40668,23579834109.747242
0.0,0.0,148230715795.12384,23305865296.95689,147424695345.95398,23686104630.867756
0.0,0.0,148219055585.35754,23412166427.288284,147409301370.20468,23792366629.043247
0.0,0.0,148207342584.17456,23518459257.38941,147393854109.49457,23898620066.149925
0.0,0.0,148195576801.03568,23624743750.240257,147378353571.20312,24004864904.073658
0.0,0.0,148183758245.44278,23731019868.83507,147362799762.7535,24111101104.71005
0.0,0.0,148171886926.93884,23837287576.182392,147347192691.6125,24217328629.964485
0.0,0.0,148159962855.10782,23943546835.305122,147331532365.2904,24323547441.75222
0.0,0.0,148147986039.57474,24049797609.240574,147315818791.34128,24429757501.998432
0.0,0.0,148135956490.00558,24156039861.04055,147300051977.36264,24535958772.638298
0.0,0.0,148123874216.10727,24262273553.77138,147284231930.99557,24642151215.617043
0.0,0.0,148111739227.6277,24368498650.514004,147268358659.92477,24748334792.89002
0.0,0.0,148099551534.35556,24474715114.364014,147252432171.8784,24854509466.42277
0.0,0.0,148087311146.12048,24580922908.431713,147236452474.6281,24960675198.191105
0.0,0.0,148075018072.79294,24687121995.84219,147220419575.9891,25066831950.181137
0.0,0.0,148062672324.28415,24793312339.735363,147204333483.82004,25172979684.38938
0.0,0.0,148050273910.54614,24899493903.266045,147188194206.02298,25279118362.822803
0.0,0.0,148037822841.5717,25005666649.604004,147172001750.54346,25385247947.498886
0.0,0.0,148025319127.3943,25111830541.934025,147155756125.37036,25491368400.4457
0.0,0.0,148012762778.0881,25217985543.455956,147139457338.53607,25597479683.70197
0.0,0.0,148000153803.76797,25324131617.38478,147123105398.11624,25703581759.31713
0.0,0.0,147987492214.58932,25430268726.950672,147106700312.22998,25809674589.351406
0.0,0.0,147974778020.74826,25536396835.399055,147090242089.03964,25915758135.87586
0.0,0.0,147962011232.48138,25642515905.990654,147073730736.75092,26021832360.972473
0.0,0.0,147949191860.06583,25748625902.00156,147057166263.61282,26127897226.73421
0.0,0.0,147936319913.81927,25854726786.72329,147040548677.91763,26233952695.265076
0.0,0.0,147923395404.09985,25960818523.462845,147023877988.00085,26339998728.680183
0.0,0.0,147910418341.30618,26066901075.542767,147007154202.24127,26446035289.105824
0.0,0.0,147897388735.8772,26172974406.301193,146990377329.06088,26552062338.679527
0.0,0.0,147884306598.2923,26279038479.091923,146973547376.92484,26658079839.55013
0.0,0.0,147871171939.0712,26385093257.284466,146956664354.3415,26764087753.877834
0.0,0.0,147857984768.774,26491138704.26411,146939728269.86237,26870086043.83429
0.0,0.0,147844745098.00095,26597174783.431973,146922739132.0821,26976074671.602634
0.0,0.0,147831452937.3927,26703201458.205067,146905696949.6384,27082053599.37758
0.0,0.0,147818108297.6301,26809218692.016342,146888601731.21216,27188022789.365463
0.0,0.0,147804711189.4341,26915226448.314766,146871453485.52725,27293982203.78433
0.0,0.0,147791261623.56592,27021224690.56536,146854252221.35065,27399931804.86397
0.0,0.0,147777759610.82684,27127213382.24927,146836997947.4923,27505871554.846012
0.0,0.0,147764205162.0583,27233192486.863823,146819690672.80527,27611801415.983967
0.0,0.0,147750598288.14175,27339161967.922577,146802330406.1855,27717721350.54331
0.0,0.0,147736938999.99872,27445121788.955383,146784917156.57187,27823631320.80152
0.0,0.0,147723227308.59073,27551071913.50845,146767450932.94632,27929531289.048183
0.0,0.0,147709463224.91925,27657012305.144386,146749931744.33365,28035421217.585014
0.0,0.0,147695646760.0257,27762942927.442276,146732359599.8015,28141301068.72596
0.0,0.0,147681777924.99142,27868863743.997715,146714734508.4605,28247170804.79723
0.0,0.0,147667856730.9376,27974774718.42289,146697056479.46402,28353030388.137386
0.0,0.0,147653883189.02527,28080675814.34661,146679325522.00833,28458879781.097393
0.0,0.0,147639857310.45532,28186566995.41439,146661541645.33246,28564718946.040695
0.0,0.0,147625779106.46835,28292448225.288494,146643704858.71823,28670547845.34326
0.0,0.0,147611648588.34473,28398319467.647984,146625815171.49026,28776366441.39367
0.0,0.0,147597465767.40454,28504180686.18879,146607872593.01587,28882174696.59316
0.0,0.0,147583230655.00754,28610031844.62377,146589877132.7051,28987972573.355698
0.0,0.0,147568943262.55307,28715872906.682755,146571828800.0107,29093760034.108044
0.0,0.0,147554603601.4802,28821703836.1126,146553727604.42804,29199537041.289818
0.0,0.0,147540211683.26746,28927524596.677258,146535573555.49518,29305303557.35356
0.0,0.0,147525767519.43295,29033335152.157837,146517366662.79272,29411059544.764793
0.0,0.0,147511271121.53433,29139135466.35263,146499106935.94403,29516804966.002087
0.0,0.0,147496722501.16867,29244925503.077198,146480794384.61487,29622539783.557125
0.0,0.0,147482121669.9725,29350705226.164413,146462429018.5136,29728263959.93477
0.0,0.0,147467468639.6218,29456474599.464523,146444010847.39114,29833977457.653122
0.0,0.0,147452763421.83185,29562233586.845196,146425539881.0409,29939680239.243584
0.0,0.0,147438006028.3573,29667982152.19158,146407016129.2987,30045372267.25093
0.0,0.0,147423196470.9921,29773720259.406376,146388439602.0429,30151053504.233364
0.0,0.0,147408334761.56943,29879447872.409863,146369810309.19424,30256723912.76258
0.0,0.0,147393420911.9618,29985164955.139973,146351128260.71585,30362383455.423832
0.0,0.0,147378454934.0808,30090871471.552345,146332393466.61328,30468032094.81599
0.0,0.0,147363436839.8773,30196567385.62038,146313605936.9344,30573669793.551624
0.0,0.0,147348366641.34116,30302252661.335293,146294765681.76935,30679296514.257034
0.0,0.0,147333244350.50146,30407927262.706165,146275872711.25064,30784912219.572342
0.0,0.0,147318069979.42633,30513591153.76001,146256927035.55304,30890516872.151543
0.0,0.0,147302843540.22284,30619244298.541817,146237928664.89355,30996110434.662563
0.0,0.0,147287565045.03708,30724886661.114613,146218877609.53146,31101692869.78733
0.0,0.0,147272234506.05414,30830518205.559517,146199773879.76816,31207264140.22184
0.0,0.0,147256851935.49792,30936138895.975796,146180617485.94727,31312824208.676212
0.0,0.0,147241417345.63135,31041748696.48091,146161408438.45453,31418373037.874756
0.0,0.0,147225930748.75607,31147347571.210587,146142146747.7178,31523910590.55603
0.0,0.0,147210392157.21262,31252935484.318848,146122832424.20703,31629436829.472908
0.0,0.0,147194801583.38025,31358512399.978096,146103465478.43423,31734951717.392643
0.0,0.0,147179159039.67703,31464078282.37914,146084045920.9535,31840455217.096924
0.0,0.0,147163464538.55963,31569633095.731266,146064573762.36087,31945947291.381947
0.0,0.0,147147718092.52347,31675176804.26229,146045049013.2944,32051427903.05847
0.0,0.0,147131919714.10254,31780709372.218605,146025471684.4341,32156897014.95188
0.0,0.0,147116069415.86942,31886230763.865246,146005841786.50195,32262354589.902252
0.0,0.0,147100167210.4353,31991740943.48593,145986159330.26175,32367800590.764416
0.0,0.0,147084213110.44986,32097239875.383125,145966424326.51926,32473234980.40801
0.0,0.0,147068207128.60126,32202727523.878094,145946636786.122,32578657721.717552
0.0,0.0,147052149277.6161,32308203853.310944,145926796719.95944,32684068777.592503
0.0,0.0,147036039570.25937,32413668828.0407,145906904138.9627,32789468110.947315
0.0,0.0,147019878019.3345,32519122412.445335,145886959054.10477,32894855684.71151
0.0,0.0,147003664637.6832,32624564570.92184,145866961476.4003,33000231461.829735
0.0,0.0,146987399438.1855,32729995267.886272,145846911416.9057,33105595405.261814
0.0,0.0,146971082433.75964,32835414467.7738,145826808886.71906,33210947477.982838
0.0,0.0,146954713637.36218,32940822135.038773,145806653896.98007,33316287642.983185
0.0,0.0,146938293061.9878,33046218234.15476,145786446458.87015,33421615863.26862
0.0,0.0,146921820720.66928,33151602729.61461,145766186583.6122,33526932101.860336
0.0,0.0,146905296626.47763,33256975585.930504,145745874282.4708,33632236321.79502
0.0,0.0,146888720792.52182,33362336767.634007,145725509566.75192,33737528486.124924
0.0,0.0,146872093231.9489,33467686239.27612,145705092447.80316,33842808557.917904
0.0,0.0,146855413957.94394,33573023965.427334,145684622937.0136,33948076500.2575
0.0,0.0,146838682983.72995,33678349910.67768,145664101045.81372,34053332276.242996
0.0,0.0,146821900322.56784,33783664039.636795,145643526785.67538,34158575848.989475
0.0,0.0,146805065987.75644,33888966316.93395,145622900168.11194,34263807181.627884
0.0,0.0,146788179992.63235,33994256707.218117,145602221204.67807,34369026237.30509
0.0,0.0,146771242350.57007,34099535175.15803,145581489906.96976,34474232979.18395
0.0,0.0,146754253074.98184,34204801685.44222,145560706286.62433,34579427370.44337
0.0,0.0,146737212179.31757,34310056202.77907,145539870355.32037,34684609374.27834
0.0,0.0,146720119677.0649,34415298691.89688,145518982124.7777,34789778953.900055
0.0,0.0,146702975581.74915,34520529117.543915,145498041606.75735,34894936072.5359
0.0,0.0,146685779906.93317,34625747444.488434,145477048813.06155,35000080693.429565
0.0,0.0,146668532666.21747,34730953637.518776,145456003755.5337,35105212779.8411
0.0,0.0,146651233873.24002,34836147661.44339,145434906446.05823,35210332295.04695
0.0,0.0,146633883541.6764,34941329481.09089,145413756896.5608,35315439202.34004
0.0,0.0,146616481685.23947,35046499061.31011,145392555119.008,35420533465.02982
0.0,0.0,146599028317.67966,35151656366.97016,145371301125.40753,35525615046.44233
0.0,0.0,146581523452.78467,35256801362.960464,145349994927.80807,35630683909.920265
0.0,0.0,146563967104.3796,35361934014.19082,145328636538.2993,35735740018.82303
0.0,0.0,146546359286.32687,35467054285.591446,145307225969.01175,35840783336.526794
0.0,0.0,146528700012.5261,35572162142.113045,145285763232.1169,35945813826.424576
0.0,0.0,146510989296.91406,35677257548.726845,145264248339.82718,36050831451.92627
0.0,0.0,146493227153.46487,35782340470.42464,145242681304.39572,36155836176.458725
0.0,0.0,146475413596.18967,35887410872.21885,145221062138.11658,36260827963.4658
0.0,0.0,146457548639.13672,35992468719.14259,145199390853.32452,36365806776.40844
0.0,0.0,146439632296.39136,36097513976.249695,145177667462.3951,36470772578.7647
0.0,0.0,146421664582.07587,36202546608.61476,145155891977.7446,36575725334.02985
0.0,0.0,146403645510.34964,36307566581.333244,145134064411.82993,36680665005.71637
0.0,0.0,146385575095.40887,36412573859.52146,145112184777.14868,36785591557.354095
0.0,0.0,146367453351.48672,36517568408.316666,145090253086.23907,36890504952.4902
0.0,0.0,146349280292.85318,36622550192.87709,145068269351.6799,36995405154.68928
0.0,0.0,146331055933.8151,36727519178.381996,145046233586.09048,37100292127.533455
0.0,0.0,146312780288.71603,36832475330.03172,145024145802.1307,37205165834.62236
0.0,0.0,146294453371.9363,36937418613.047745,145002006012.50095,37310026239.57325
